Symbol	Name	Change	% Change	Price (Intraday)	50 Day Average	200 Day Average	3-Mo Return	YTD Return	52 Week Range
0P0001ECFN.BO	BNP Paribas India Consumption Direct Dividend Payout	+0.16	+0.80%	20.21	19.15	19.40	17.47%	11.42%	
0P00015FX5.BO	LIC MF Large & Mid Cap Direct Dividend Payout	+0.20	+0.91%	22.41	21.51	21.55	13.95%	5.56%	
0P000175WG.BO	Axis Children&apos;s Gift Regular No Lock in Growth	+0.12	+0.60%	20.35	19.82	19.48	10.79%	4.51%	
0P0001NQZ5.BO	Edelweiss Large & Midcap Index Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.09	+0.84%	11.23	10.71	10.36	16.50%	7.87%	
0P0001QLJM.BO	Bandhan US Treasury Bond 0-1 year Fund of Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.01	+0.07%	10.06	10.05	10.04	N/A	N/A	
0P0001QIPV.BO	UTI Fixed Term Income Fund Series XXXVI-I 1574 Days Regular Growth	-0.02	-0.20%	10.36	10.32	10.25	2.23%	N/A	
0P0001FV9W.BO	Aditya Birla Sun Life Retirement Fund - The 30s Plan Direct Dividend Payout	+0.20	+1.32%	14.95	14.32	14.08	12.75%	4.95%	
0P0001B9ZA.BO	DSP Equity Savings Fund Direct Plan Quarterly Dividend Reinvestment	+0.04	+0.28%	15.15	15.01	14.87	4.83%	5.07%	
0P0001E1W1.BO	IDBI Long Term Value Fund Dividend Sweep	+0.22	+1.29%	16.99	16.49	16.21	12.07%	2.91%	
0P0001F419.BO	Indiabulls Dynamic Bond Regular Weekly Dividend Payout	-1.87	-0.19%	1,007.69	1,007.50	1,007.52	1.34%	2.98%	
0P0000XV0I.BO	IDFC Government Securities Fund Investment Plan Direct Plan Dividend Payout	-0.03	-0.24%	12.41	12.36	11.98	2.54%	4.62%	
0P0000XXSZ.BO	BOI AXA Manufacturing & Infra-Direct Plan-Regular Dividend Payout	+0.14	+0.38%	36.70	34.93	32.91	16.84%	13.48%	
0P0001B9SB.BO	BOI AXA Tax Advantage Fund-Direct Plan-Dividend Reinvestment	+0.35	+0.71%	49.10	47.43	45.78	14.61%	6.65%	
0P0001DZTT.BO	Union Equity Savings Fund Direct Dividend Payout	+0.06	+0.42%	14.44	14.20	13.90	5.56%	4.03%	
0P00012U47.BO	Franklin India Banking & PSU Debt Fund Direct Growth	+0.00	+0.00%	20.08	19.98	19.49	2.20%	3.76%	
0P00017TOX.BO	IDFC Corporate Bond Fund Regular Plan Quarterly Dividend Payout	+0.00	+0.03%	10.60	10.54	10.47	0.68%	2.08%	
0P0001BAPG.BO	Invesco India Money Market Fund Regular Monthly Dividend Reinvestment	+0.52	+0.04%	1,259.25	1,252.44	1,227.52	1.81%	3.20%	
0P0001F4GG.BO	Indiabulls Equity Hybrid Fund Regular Growth	+0.13	+0.84%	15.80	15.43	15.11	8.35%	3.83%	
0P0001BAJY.BO	IDFC Corporate Bond Fund Regular Plan Monthly Dividend Reinvestment	+0.00	+0.03%	10.64	10.63	10.62	-0.08%	0.48%	
0P0001BBDB.BO	Tata India Consumer Fund Regular Dividend Reinvestment	+0.03	+0.09%	28.03	26.56	25.36	18.44%	12.69%	
0P0001PYCH.BO	Kotak All Weather Debt Fund of Funds Regular Reinvestment Inc Dist cum Cap Wdrl	+0.00	+0.04%	10.44	10.38	10.21	2.17%	3.68%	
0P00012NT6.BO	SBI Tax Advantage Fund Series III Direct Growth	+0.75	+1.06%	70.28	67.43	65.12	16.83%	8.27%	
0P0001B9LS.BO	Baroda Credit Risk Fund Plan B Direct Monthly Dividend Reinvestment	+0.01	+0.04%	13.96	13.99	13.66	1.26%	2.99%	
0P0001BA8G.BO	HDFC Corporate Bond Quarterly Dividend Reinvestment	+0.00	+0.01%	10.28	10.46	10.38	0.00%	1.30%	
0P0000Z1JK.BO	IIFL Dynamic Bond Fund Regular Half Yearly Dividend Payout	-0.03	-0.14%	18.39	18.33	17.86	2.85%	3.73%	
0P0001BAI1.BO	IDBI Equity Savings Direct Monthly Dividend Reinvestment	+0.08	+0.51%	16.41	16.13	15.92	5.49%	2.77%	
0P0001DJ5F.BO	Invesco India Equity & Bond Fund Direct Growth	+0.10	+0.61%	16.69	16.17	15.63	11.85%	6.98%	
0P0001CN9E.BO	Edelweiss Maiden Opp Fund - Sr.1 Direct Dividend Payout	-0.00	-0.00%	19.40	18.22	17.60	24.55%	13.07%	
0P00017TOY.BO	IDFC Corporate Bond Fund Direct Plan Quarterly Dividend Payout	+0.00	+0.04%	10.56	10.50	10.43	0.69%	2.16%	
0P0001ABM8.BO	Union Largecap Fund Regular Growth	+0.19	+1.08%	17.61	17.01	16.60	12.52%	5.39%	
0P0001B9PR.BO	BNP Paribas Substantial Equity Hybrid Regular Dividend Reinvestment	+0.12	+0.80%	14.51	14.22	14.20	10.28%	5.68%	
0P000131TO.BO	Invesco India Feeder - Invesco Global Equity Income Fund Direct Gr	+0.09	+0.41%	22.08	21.65	19.80	6.65%	12.20%	
0P0000V8K3.BO	Invesco India Money Market Fund Daily Dividend Reinvestment	0.00	0.00%	1,000.29	1,000.29	1,000.28	1.99%	3.56%	
0P0001KZ3M.BO	Mahindra Manulife Focused Equity Yojana Direct Payout of Income Dis cum Cptl Wrdl	+0.14	+0.98%	14.61	14.17	14.35	10.93%	5.23%	
0P0000TFY1.BO	IDBI Equity Savings Growth	+0.11	+0.50%	21.97	21.61	21.40	5.23%	2.29%	
0P0001FE9S.BO	YES Liquid Dir Daily DP	0.00	0.00%	1,000.98	1,000.98	1,000.98	1.81%	3.57%	
0P0000XXYC.BO	UTI Credit Risk Fund Quarterly Dividend Payout Option-Direct	+0.00	+0.02%	11.59	11.53	11.24	2.23%	3.83%	
0P0000MORJ.BO	L&T India Value Growth	+0.68	+1.03%	66.25	63.93	61.12	12.48%	8.22%	
0P0000TDG9.BO	Quantum Gold Savings Direct Growth	-0.12	-0.51%	22.86	23.61	22.05	-1.49%	5.90%	
0P0001QANO.BO	TATA Nifty G-SEC Dec 2029 Index Fund Regular Transfer Inc Dist cum Cap Wdrl	-0.02	-0.23%	10.40	10.36	10.20	2.63%	N/A	
0P0001E1VK.BO	Axis Equity Hybrid Fund Regular Growth	+0.10	+0.64%	15.73	15.25	15.02	11.72%	4.24%	
0P0001L5SK.BO	Mirae Asset Banking and Financial Services Fund Regular Reinvestment of Income Dis cum Cptl Wdrl	+0.11	+0.78%	14.65	14.03	13.40	16.41%	7.15%	
0P00018S39.BO	Motilal Oswal Dynamic Fund - Direct Plan - Growth Option	+0.07	+0.38%	17.89	16.88	16.52	16.07%	8.83%	
0P000165WI.BO	SBI Equity Savings Regular Growth	+0.06	+0.33%	18.89	18.39	17.84	8.63%	7.00%	
0P0001FEA3.BO	YES Liquid Reg Weekly DP	+0.55	+0.05%	1,001.69	1,001.86	1,001.85	1.73%	3.32%	
0P0001BN7D.BO	Indiabulls Tax Savings Direct Growth	+0.17	+1.09%	15.63	15.11	14.75	12.28%	5.04%	
0P0001M4EG.BO	ITI Ultra Short Duration Fund Regular Weekly Reinvestment Inc Dist cum Cap Wdrl	+0.36	+0.04%	1,001.20	1,001.38	1,001.37	1.69%	3.06%	
0P0001BAYS.BO	Motilal Oswal Dynamic Fund Regular Plan Annual Dividend Reinvestment Option	+0.05	+0.37%	13.38	12.64	12.85	16.94%	8.96%	
0P0001E2E1.BO	Franklin India Equity Savings Regular Monthly Dividend Reinvestment	+0.04	+0.36%	11.86	11.68	11.64	4.26%	1.85%	
0P0000XUZW.BO	IDBI Equity Savings Direct Quarterly Dividend Payout	+0.07	+0.51%	13.53	13.30	13.13	5.49%	2.77%	
0P000142VQ.BO	PGIM India Arbitrage Fund Regular Plan Regular Dividend Payout	-0.01	-0.07%	11.30	11.23	11.37	1.80%	3.02%	
0P0001LLQJ.BO	Nippon India Nifty 50 Value 20 Index Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.21	+1.48%	13.88	13.53	13.10	8.84%	7.51%	
0P0001K2WY.BO	BOI AXA Flexi Cap Fund Regular Reinvestment of Income Dist cum Cap Wdrl	+0.15	+0.78%	19.17	18.53	17.97	14.93%	5.85%	
0P0001EQU2.BO	Invesco India Smallcap Fund Direct Dividend Payout	+0.09	+0.34%	26.51	24.95	23.56	20.39%	13.97%	
0P0001LHSP.BO	PGIM India Balanced Advantage Fund Regular Growth	+0.09	+0.73%	12.37	12.02	11.70	8.89%	7.47%	
0P0001I39H.BO	Edelweiss Overnight Fund Direct Daily Dividend Reinvestment	0.00	0.00%	1,000.03	1,000.03	1,000.03	1.59%	3.12%	
0P0001D29D.BO	Sundaram LT Tax Ad Sr IV Dir DP	-0.03	-0.11%	22.12	20.92	19.33	22.51%	19.20%	
0P0001HXMF.BO	Mahindra Hybrid Equity Nivesh Yojana Regular Dividend Payout	+0.11	+0.73%	15.13	14.63	14.80	11.52%	5.98%	
0P0001DJC6.BO	Nippon India Nivesh Lakshya Fund - Direct Plan - Quarterly Dividend Reinvestment	-0.05	-0.48%	11.28	11.68	11.44	3.04%	5.56%	
0P0001MU34.BO	Axis Floater Fund Regular Daily Reinvestment Inc Dist cum Cap Wdrl	-0.09	-0.01%	1,002.08	1,001.99	1,001.04	2.03%	3.64%	
0P000178SK.BO	Essel Long Term Advantage Fund Direct Growth	+0.20	+0.79%	25.27	24.13	23.26	15.68%	9.18%	
0P0001QHKM.BO	SBI Dividend Yield Fund Regular Growth	+0.18	+1.62%	10.90	10.57	10.45	9.61%	N/A	
0P0001Q0UO.BO	Edelweiss Nifty Smallcap 250 Index Fund Regular Transfer Inc Dist cum Cap Wdrl	+0.05	+0.48%	10.81	10.17	9.76	22.98%	10.21%	
0P00011MKX.BO	Aditya Birla Sun Life Banking & Financial Services Regular Dividend Payout	+0.20	+0.99%	20.14	19.23	18.94	19.17%	6.96%	
0P00018O3E.BO	Axis Equity Saver Fund Direct Plan Regular Dividend Payout	+0.06	+0.47%	12.73	12.50	12.96	6.71%	4.56%	
0P00013YN1.BO	L&T Business Cycles Regular Growth	+0.15	+0.54%	26.91	25.94	24.56	15.86%	11.64%	
0P0001N6TU.BO	ICICI Prudential Alpha Low Vol 30 ETF FOF Direct Reinvestment Inc Dist cum Cap Wdrl	+0.05	+0.45%	10.56	10.11	9.67	14.88%	10.60%	
0P0001PFOR.BO	Mirae Asset Balanced Advantage Fund Direct Payout Inc Dist cum Cap Wdrl	+0.06	+0.58%	10.96	10.67	10.30	9.86%	6.76%	
0P0001BAZL.BO	Essel Regular Savings Fund Direct Plan Quarterly Dividend Reinvestment Option	+0.04	+0.26%	16.69	16.50	16.18	3.77%	3.23%	
0P00017WUF.BO	Principal Arbitrage Fund - Direct Plan - Growth	+0.00	+0.02%	13.13	13.04	12.76	2.04%	3.60%	
0P00019ZBR.BO	BNP Paribas Substantial Equity Hybrid Direct Growth	+0.18	+0.81%	22.21	21.51	20.86	10.73%	6.56%	
0P0001PRET.BO	SBI CRISIL IBX Gilt Index June 2036 Fund Regular Reinvestment Inc Dist cum Cap Wdrl	-0.04	-0.40%	10.79	10.75	10.39	3.23%	5.53%	
0P00011ML1.BO	Aditya Birla Sun Life Banking & Financial Services Direct Dividend Payout	+0.27	+1.01%	26.71	25.48	25.03	19.45%	7.44%	
0P0001FI75.BO	Motilal Oswal Liquid Fund (MOFLF) Direct-Dividend Option-Weekly Reinvestment	-0.01	-0.10%	10.02	10.01	10.01	1.68%	3.23%	
0P0001NQKI.BO	Nippon India Taiwan Equity Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.23	+2.71%	8.45	8.14	7.28	7.56%	26.95%	
0P0001NSKG.BO	Mirae Asset Hang Seng TECH ETF Fund of Fund Regular Growth	-0.01	-0.14%	7.16	7.18	7.22	-5.00%	-6.42%	
0P0001Q068.BO	Baroda BNP Paribas Multi Asset Fund Regular Growth	+0.09	+0.82%	10.46	10.28	10.08	6.58%	4.85%	
0P0001HV0C.BO	Indiabulls Overnight Fund Regular Monthly Dividend Sweep	+0.18	+0.02%	1,006.13	1,003.98	1,004.02	1.45%	2.91%	
0P0001PFW2.BO	SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) Regular Payout Inc Dist cum Cap Wdrl	-0.01	-0.07%	10.65	10.61	10.43	2.15%	3.83%	
0P0001B9LF.BO	Axis Triple Advantage Dividend Reinvestment	+0.10	+0.55%	17.68	17.55	17.82	10.18%	3.45%	
0P0001BAUG.BO	L&T Business Cycles Direct Dividend Reinvestment	+0.11	+0.55%	20.87	20.09	18.96	16.17%	12.23%	
0P0000XWCV.BO	Quant Focused fund Growth Option Direct Plan	+0.56	+0.85%	65.38	61.79	61.04	15.32%	4.14%	
0P0001PE9E.BO	HDFC Fixed Maturity Plans Series 46 1158D July 2022 Direct Quarterly Payout Inc Dist cum Cap Wdrl	-0.01	-0.09%	10.01	10.16	10.11	-0.02%	1.51%	
0P0001QLRU.BO	Invesco India Nifty G-sec Jul 2027 Index Fund Regular Growth	-1.69	-0.16%	1,024.55	1,020.04	1,016.20	2.32%	N/A	
0P0001PL1S.BO	WhiteOak Capital Tax Saver Fund Regular Growth	+0.08	+0.76%	11.02	10.50	10.16	17.24%	8.78%	
0P00014OJM.BO	HDFC Credit Risk Debt Fund Regular Option Normal Dividend Payout Option	-0.00	-0.00%	19.02	18.93	18.50	2.19%	3.46%	
0P0001PZBU.BO	UTI Fixed Term Income Fund - Series XXXV-I 1260 Days Direct Quarterly Payout Inc Dist cum Cap Wdrl	-0.01	-0.11%	10.50	10.44	10.25	2.36%	3.75%	
0P0001A98P.BO	Mahindra Mutual Fund Badhat Yojana Regular Plan Dividend Payout	+0.09	+0.47%	18.13	17.11	17.20	17.07%	8.27%	
0P0001Q32U.BO	Mahindra Manulife Small Cap Fund Regular Growth	+0.06	+0.52%	11.60	10.87	10.25	21.09%	16.90%	
0P0001IV91.BO	ITI Balanced Advantage Fund Direct Growth	+0.07	+0.60%	12.01	11.67	11.35	8.57%	5.73%	
0P00015FZN.BO	UTI Banking & PSU Debt Fund Monthly Dividend Payout Option Direct	-0.01	-0.04%	12.69	12.67	12.53	2.38%	3.80%	
0P0001O0YM.BO	BOI AXA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years	+0.20	+0.02%	1,085.22	1,080.71	1,066.43	1.66%	3.23%	
0P0001OE6E.BO	Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund Direct Payout Inc Dist cum Cap Wdrl	-0.00	-0.01%	10.80	10.75	10.39	3.65%	4.73%	
0P0000XW3Z.BO	PGIM India Ultra Short Term Fund Direct Plan Daily Dividend Reinvestment	0.00	0.00%	10.02	10.02	10.02	1.92%	3.49%	
0P0001BCQU.BO	Axis Dynamic Equity Fund Direct Dividend Reinvestment	+0.09	+0.74%	12.13	11.84	12.14	9.28%	6.19%	
0P0001IK47.BO	Nippon India Equity Savings Segregated Portfolio 1 Dividend Reinvestment Plan	0.0000	0.00%	0.2471	0.25	0.25	0.00%	0.00%	
0P0001L7LF.BO	Axis Special Situations Fund Direct Pyt of Inc Dis cum Cap Wdrl	+0.03	+0.22%	13.38	12.84	12.26	15.74%	11.59%	
0P0001NI4Y.BO	Edelweiss Nifty 50 Index Fund	+0.12	+1.14%	10.68	10.34	10.09	12.21%	4.99%	
0P0001FVA1.BO	Aditya Birla Sun Life Retirement Fund - The 30s Plan Regular Growth	+0.18	+1.32%	13.94	13.36	13.20	12.37%	4.23%	
0P0001PZ2X.BO	WhiteOak Capital Large Cap Fund Regular Payout Inc Dist cum Cap Wdrl	+0.10	+1.02%	10.13	9.77	9.49	14.57%	5.86%	
0P0001Q1T4.BO	SBI Fixed Maturity Plan (FMP) - Series 72 (1239 Days) Direct Transfer Inc Dist cum Cap Wdrl	-0.01	-0.14%	10.44	10.40	10.22	2.28%	3.69%	
0P00017QJP.BO	Sundaram Long Term Tax Advantage Fund Series II Regular Dividend	+0.23	+1.08%	21.28	20.65	20.13	11.59%	4.79%	
0P0001QM51.BO	Axis Fixed Term Plan Series 113 1228 Days Regular Quarterly Payout Inc Dist cum Cap Wdrl	+0.00	+0.01%	10.22	10.18	10.15	2.12%	N/A	
0P0001QFAD.BO	Bandhan Crisil IBX Gilt April 2032 Index Fund Direct Transfer Inc Dist cum Cap Wdrl	-0.03	-0.32%	10.44	10.38	10.24	3.32%	N/A	
0P0001FFMR.BO	LIC MF Short Term Debt Fund Regular Dividend Payout	-0.00	-0.03%	12.64	12.59	12.32	1.98%	3.30%	
0P0001OHZV.BO	ITI Conservative Hybrid Fund Regular Half Yearly Reinvestment Inc Dist cum Cap Wdrl	+0.02	+0.19%	10.65	10.54	10.35	3.49%	3.17%	
0P0001EBWO.BO	UTI Corporate Bond Fund Direct Annual Dividend Reinvestment	+0.00	+0.02%	12.36	12.29	12.15	2.27%	3.73%	
0P0001NQHZ.BO	Quant Value Fund Regular Growth	+0.03	+0.27%	12.08	11.57	11.24	17.26%	3.52%	
0P0001MRTI.BO	ITI Dynamic Bond Fund Regular Monthly Reinvestment Inc Dist cum Cap Wdrl	-0.00	-0.02%	10.01	10.04	10.03	0.02%	-0.03%	
0P0001F9YP.BO	Tata Arbitrage Fund Regular Monthly Dividend Renvestment	+0.00	+0.03%	11.93	11.85	11.61	1.87%	3.41%	
0P0000XV6C.BO	Kotak Gold Fund Growth - Direct	-0.17	-0.70%	24.19	25.03	23.41	-1.88%	5.23%	
0P0001BA3N.BO	Quant Focused fund Dividend Reinvestment Option Direct Plan	+0.33	+0.85%	38.22	36.12	35.68	15.32%	4.17%	
0P0001PL7U.BO	Bandhan Nifty200 Momentum 30 Index Fund Direct Growth	+0.06	+0.55%	10.87	10.36	9.97	19.35%	9.01%	
0P0001FTFR.BO	DSP Nifty Next 50 Index Fund Direct Dividend Payout	+0.11	+0.66%	16.20	15.46	15.73	17.65%	3.08%	
0P0001Q6TY.BO	Quant Overnight Fund Direct Growth	+0.00	+0.02%	10.37	10.32	10.19	1.73%	3.30%	
0P0001H3BQ.BO	Sundaram Overnight Fund Regular Daily Dividend Reinvestment	0.00	0.00%	1,000.03	1,000.05	1,000.06	1.61%	3.09%	
0P0001J88U.BO	Franklin India Low Duration Fund Segregated Portfolio 2 Monthly Inc Dist cum Cap Wdrl	+0.0001	+0.06%	0.1721	0.17	0.16	3.55%	7.16%	
0P00018S3C.BO	Motilal Oswal Dynamic Fund - Regular Plan - Growth Option	+0.06	+0.37%	16.52	15.61	15.34	15.72%	8.18%	
0P0001O86H.BO	SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) Regular Growth	+0.00	+0.01%	10.68	10.65	10.46	2.29%	3.88%	
0P0001QMVE.BO	Kotak FMP Series 308 - 1125 Days Direct Payout Inc Dist cum Cap Wdrl	-0.00	-0.01%	10.20	10.14	10.12	1.98%	N/A	
0P0001KBFZ.BO	BHARAT Bond FOF April 2031 Regular Reinvestment of Income Dist cum Cap Wdrl	+0.00	+0.02%	11.50	11.42	11.08	3.37%	4.38%	
0P000147EM.BO	Invesco India Credit Risk Fund Regular Discretionary Dividend Payout	-0.22	-0.01%	1,619.46	1,612.00	1,542.51	1.72%	6.84%	
0P0001DZTY.BO	Union Equity Savings Fund Direct Dividend Sweep	+0.06	+0.42%	14.44	14.20	13.90	5.56%	4.03%	
0P0001LYTB.BO	TrustMF Liquid Fund Direct Growth	+0.21	+0.02%	1,109.96	1,104.35	1,085.62	1.78%	3.45%	
0P0001BAZV.BO	Essel Large & Mid Cap Fund Regular Dividend Reinvestment	+0.21	+0.78%	27.01	25.75	24.86	16.89%	9.36%	
0P0001BANJ.BO	Indiabulls Blue Chip Fund Direct Plan Quarterly Dividend Reinvestment Option	+0.21	+1.04%	20.22	19.64	19.17	11.47%	4.39%	
0P00014GCK.BO	Edelweiss Equity Savings Regular Growth	+0.04	+0.19%	19.73	19.43	18.98	5.39%	4.48%	
0P0001PUN4.BO	Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund Direct Growth	-0.04	-0.33%	10.78	10.72	10.42	3.26%	5.19%	
0P0001HNIZ.BO	YES Ultra Short Term Fund Regular Growth	+0.45	+0.04%	1,193.56	1,186.84	1,163.70	1.74%	3.17%	
0P0001QKU2.BO	Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund Regular Payout Inc Dist cum Cap Wdrl	-0.00	-0.02%	10.33	10.28	10.23	2.32%	N/A	
0P0001OHD2.BO	Navi Nifty Midcap 150 Index Fund Direct Growth	+0.08	+0.64%	12.56	11.81	11.27	20.21%	11.99%	
0P0001O8F4.BO	Sundaram Ultra Short Duration Fund Direct Daily Reinvestment Inc Dist cum Cap Wdrl	0.00	0.00%	1,006.18	1,006.18	1,006.17	0.01%	0.00%	
0P0001N4D5.BO	Baroda BNP Paribas Business Cycle Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.11	+0.99%	10.71	10.37	10.10	11.69%	5.93%	
0P0001LG95.BO	TrustMF Banking & PSU Debt Regular Weekly Reinvestment of Income Distribution cum Cap withdrawal	+0.35	+0.03%	1,023.46	1,020.95	1,011.67	1.08%	1.33%	
0P0001QM2M.BO	Kotak Silver ETF Fund of Fund Regular Growth	-0.11	-1.19%	9.66	10.10	10.13	N/A	N/A	
0P0001NMX8.BO	IDFC Multi Cap Fund Direct Growth	+0.12	+1.00%	11.95	11.46	10.99	14.46%	8.79%	
0P000175WH.BO	Axis Children&apos;s Gift Regular No Lock in Dividend Payout	+0.12	+0.60%	20.34	19.82	19.48	10.79%	4.51%	
0P0001B9PX.BO	BNP Paribas Corporate Bond Fund Quarterly Dividend Reinvestment	-0.00	-0.03%	10.23	10.33	10.21	2.53%	3.96%	
0P0001POR2.BO	Samco Overnight Fund Regular Growth	+0.18	+0.02%	1,044.19	1,040.12	1,027.21	1.56%	3.03%	
0P0001B53O.BO	Sundaram Long Term Micro Cap Tax Advantage Fund Sries VI Regular Dividend	-0.00	-0.01%	18.28	17.35	16.12	21.36%	17.67%	
0P000148GR.BO	ICICI Prudential Constant Maturity Gilt Growth	-0.07	-0.32%	20.96	20.85	20.15	3.33%	5.16%	
0P0001L649.BO	Kotak ESG Opportunities Fund Direct Payout of Income Distribution cum Cap Wdrl	+0.17	+1.29%	12.97	12.60	12.31	12.53%	3.14%	
0P0001PE7Q.BO	UTI Gilt Fund with 10 year Constant Duration Direct Quarterly Payout Inc Dist cum Cap Wdrl	-0.03	-0.31%	10.82	10.77	10.40	3.23%	5.14%	
0P0001QPQ1.BO	Nippon India Fixed Horizon Fund - XLV - Series 5 Regular Payout Inc Dist cum Cap Wdrl	+0.00	+0.01%	10.23	10.15	10.13	N/A	N/A	
0P0001OCY4.BO	Sundaram Overnight Fund Unclaimed IDCW beyond three years	0.00	0.00%	1,000.00	1,000.00	1,000.00	0.00%	0.00%	
0P0001BA22.BO	Edelweiss Government Securities Fund Regular Dividend Reinvestment	-0.04	-0.20%	21.10	21.02	20.49	2.26%	3.80%	
0P0001PFW0.BO	SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) Direct Transfer Inc Dist cum Cap Wdrl	-0.01	-0.07%	10.66	10.63	10.44	2.19%	3.90%	
0P0001ONXH.BO	SBI Fixed Maturity Plan (FMP) - Series 61 (1927 Days) Regular Growth	-0.00	-0.01%	10.62	10.59	10.40	2.32%	3.97%	
0P0001QLJN.BO	Bandhan US Treasury Bond 0-1 year Fund of Fund Direct Transfer Inc Dist cum Cap Wdrl	+0.01	+0.07%	10.06	10.05	10.04	N/A	N/A	
0P0001HOMU.BO	Edelweiss Tokio Life -Equity Blue Chip Fund	+0.19	+1.11%	16.77	16.25	15.84	11.38%	5.30%	
0P0001BAYY.BO	Motilal Oswal Focused 25 Direct Dividend Reinvestment	+0.11	+0.55%	20.63	19.71	20.05	16.14%	7.12%	
0P0001CJLD.BO	DSP Arbitrage Fund Growth	+0.00	+0.02%	13.00	12.91	12.65	1.94%	3.50%	
0P0001B9K3.BO	Axis Arbitrage Regular Dividend Reinvestment	+0.00	+0.02%	10.68	10.69	10.64	1.85%	3.34%	
0P0001MZPR.BO	Mahindra Manulife Flexi Cap Yojana Regular Reinvestment Inc Dist cum Cap Wdrl	+0.12	+1.03%	11.44	10.95	10.47	15.50%	10.41%	
0P0001BB21.BO	Nippon India Banking & PSU Debt Fund Direct Quarterly Dividend Reinvestment	+0.00	+0.01%	10.64	10.80	10.69	2.35%	3.88%	
0P0001QAOU.BO	SBI Fixed Maturity Plan (FMP) - Series 75 (366 Days) Direct Growth	+0.00	+0.02%	10.36	10.31	10.18	2.04%	3.60%	
0P0001QMK5.BO	Invesco India Nifty G-sec Sep 2032 Index Fund Regular Payout Inc Dist cum Cap Wdrl	-3.36	-0.33%	1,030.75	1,025.01	1,021.36	N/A	N/A	
0P0001Q37K.BO	Nippon India Fixed Horizon Fund XLIV Series 4 Direct Growth	-0.01	-0.12%	10.38	10.32	10.16	2.39%	3.72%	
0P0001PDQ3.BO	Union Gilt Fund Regular Half Yearly Payout Inc Dist cum Cap Wdrl	-0.03	-0.25%	10.57	10.53	10.25	2.36%	4.03%	
0P0001LYTE.BO	TrustMF Liquid Fund Direct Monthly Reinvestment of Income Distribution cum Cap withdrawal	+0.20	+0.02%	1,056.94	1,054.07	1,042.15	1.21%	2.27%	
0P0001QGVN.BO	SBI Fixed Maturity Plan Series 78 1170 Days Regular Payout Inc Dist cum Cap Wdrl	-0.00	-0.05%	10.31	10.28	10.19	2.04%	N/A	
0P0001BN79.BO	Indiabulls Tax Savings Growth	+0.16	+1.13%	14.22	13.78	13.52	11.79%	4.02%	
0P0001JBA7.BO	Union Midcap Fund Direct Payout of Income Distribution cum capital withdrawal	+0.10	+0.31%	32.48	30.64	29.40	20.65%	12.00%	
0P0001KN72.BO	Sundaram Large Cap Fund Dir Payout of Income Distribution cum capital withdrawal option	+0.17	+1.16%	14.81	14.27	14.24	12.88%	5.15%	
0P0001N9O2.BO	HDFC Developed World Indexes Fund of Funds Regular Growth	+0.13	+1.18%	10.67	10.50	9.89	7.56%	10.75%	
0P0001HFQ1.BO	SBI Fixed Maturity Plan Series 6 3668 Days Direct Dividend Payout	-0.00	-0.01%	13.73	13.70	13.40	2.80%	4.49%	
0P0001L56K.BO	DSP Value Fund Direct Plan Reinvestment of Income Distribution cum capital withdrawal option	+0.11	+0.85%	13.13	12.74	12.21	10.79%	9.23%	
0P0001PS72.BO	ICICI Prudential Tranporstation and Logistics Fund Regular Payout Inc Dist cum Cap Wdrl	+0.13	+1.14%	11.39	10.81	10.13	22.60%	16.70%	
0P0001IK40.BO	Nippon India Equity Hybrid Fund Segregated Portfolio 1 Monthly Dividend Reinvestment Plan	0.0000	0.00%	0.0099	0.01	0.01	0.00%	0.00%	
0P0001BAIX.BO	IDFC Equity Savings Fund Direct Plan Annual Dividend Reinvestment	+0.04	+0.30%	13.37	13.17	13.33	-0.46%	-0.73%	
0P000142VV.BO	PGIM India Arbitrage Fund Direct Plan Regular Dividend Payout	-0.01	-0.07%	11.96	11.87	11.99	1.98%	3.38%	
0P0001CWZT.BO	Indiabulls Value Fund Regular Plan Quarterly Dividend Reinvestment	+0.13	+0.98%	13.64	13.19	12.99	11.61%	3.40%	
0P0001KIOL.BO	Mahindra Manu Arbitrage Yojana Regular Reinvestment of Income Dis cum Cptl Wrdl	-0.01	-0.08%	11.02	10.95	10.77	1.61%	2.94%	
0P0001LMNH.BO	IDFC Floating Rate Fund Direct Monthly Payout of Income Distribution cum cptl Wdrl opt	+0.00	+0.04%	10.09	10.08	10.07	-0.21%	0.45%	
0P0001N0BK.BO	SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) Regular Payout Inc Dist cum Cap Wdrl	-0.01	-0.08%	10.84	10.80	10.63	2.05%	3.69%	
